15609,"step3t6",15,2020619,316,"1.3","\"1.1\",\"9\",\"1.7.13\",\"1.7.22.2\",\"1.4.0\",\"1.3\",\"1.10.4.7\",\"1.3.0\",\"0\",\"1.10.4.8\"",10,"/xmodal/step3/step3t6/00015.php","2021-04-02 10:24:31","2021-04-02 10:24:31"
15610,"step3t6",16,2012633,316,"1.3.0","\"1.1\",\"1.10.4.8\",\"1.7.0\",\"1.3.0\",\"1.4.0\",\"1.10.4.7\",\"1.7.13\",\"1.3\",\"0\",\"1.7.17.5\"",10,"/xmodal/step3/step3t6/00016.php","2021-04-02 10:24:37","2021-04-02 10:24:37"
15611,"step3t6",17,131143,316,"1.5.3.1","\"1.5.0\",\"1.7.21.2\",\"1.6.3.0\",\"1.5.3.0\",\"1.5.3.1\",\"0\",\"1.10.1\",\"1.7.21.8\",\"1.7.21.1\",\"1.5.2.1\"",10,"/xmodal/step3/step3t6/00017.php","2021-04-02 10:24:51","2021-04-02 10:24:51"
15612,"step3t6",18,60706,316,"1.5.3.1","\"1.5.4.3\",\"1.7.21.8\",\"1.10.1\",\"1.7.21.2\",\"1.5.3.0\",\"0\",\"1.7.21.6\",\"1.7.21.1\",\"1.6.3.0\",\"1.5.3.1\"",10,"/xmodal/step3/step3t6/00018.php","2021-04-02 10:25:00","2021-04-02 10:25:00"
15613,"step3t6",19,489104,316,"2.1.1","\"1.7.21.0\",\"1.5.0\",\"1.7.18.0\",\"1.7.0\",\"1.9.3.0\",\"1.1\",\"1.5.2.2\",\"1.9.1.2\",\"1.5.3.2\",\"2.1.1\",\"0\"",10,"/xmodal/step3/step3t6/00019.php","2021-04-02 10:25:13","2021-04-02 10:25:13"
15614,"step3t6",20,2114931,316,"1.6.4.0","\"1.7.0\",\"1.7.19.0\",\"1.7.5\",\"1.5.0\",\"0\",\"1.8.1\",\"1.6.4.0\",\"1.6.3.0\",\"1.6.0\",\"1.6.1\"",20,"/xmodal/step3/step3t6/00020.php","2021-04-02 10:26:01","2021-04-02 10:26:01"
15615,"step3t6",21,3797934,316,"1.6.1","\"1.6.6.0\",\"1.6.0\",\"1.6.3.0\",\"1.6.6.4\",\"1.7.0\",\"0\",\"1.6.1\",\"1.5.0\",\"1.7.4\",\"1.7.17.5\"",30,"/xmodal/step3/step3t6/00021.php","2021-04-02 10:27:53","2021-04-02 10:27:53"
15616,"step3t6",22,57614,316,"1.6.5.0","\"1.6.5.1\",\"1.5.0\",\"1.7.4\",\"1.6.6.1\",\"1.6.0\",\"1.6.4.4\",\"1.4.6.2\",\"1.4.0\",\"1.6.5.0\",\"1.6.4.1\"",20,"/xmodal/step3/step3t6/00022.php","2021-04-02 10:28:40","2021-04-02 10:28:40"
15617,"step3t6",23,3613929,316,"1.6.0","\"1.6.4.17\",\"1.6.4.4\",\"1.6.0\",\"1.6.1\",\"1.8.1\",\"1.6.3.0\",\"1.6.4.1\",\"1.6.4.0\",\"1.4.6.2\",\"1.6.5.0\"",20,"/xmodal/step3/step3t6/00023.php","2021-04-02 10:29:55","2021-04-02 10:29:55"
15618,"step3t6",24,58267,316,"1.6.5.0","\"1.6.5.0\",\"1.4.6.2\",\"1.6.4.4\",\"1.6.6.5\",\"1.6.4.1\",\"1.6.0\",\"1.6.5.3\",\"1.6.5.1\",\"1.6.4.8\",\"1.6.4.0\"",20,"/xmodal/step3/step3t6/00024.php","2021-04-02 10:30:10","2021-04-02 10:30:10"
15619,"step3t6",25,1529688,316,"1.6.4.0","\"1.6.5.4\",\"1.6.4.12\",\"1.6.6.4\",\"1.6.4.4\",\"1.6.4.5\",\"1.6.4.15\",\"1.7.6\",\"1.6.4.16\",\"1.7.17.5\",\"1.6.4.0\",\"1.6.5.0\"",30,"/xmodal/step3/step3t6/00025.php","2021-04-02 10:31:59","2021-04-02 10:31:59"
15620,"step3t6",26,1634835,316,"1.6.4.0","\"1.8.1\",\"1.6.4.8\",\"1.6.4.4\",\"1.6.4.0\",\"1.6.4.16\",\"1.4.0\",\"1.6.4.12\",\"1.6.4.5\",\"1.4.6.2\",\"1.7.0\",\"1.6.5.0\"",30,"/xmodal/step3/step3t6/00026.php","2021-04-02 10:32:47","2021-04-02 10:32:47"
15621,"step3t6",27,57504,316,"1.12.1","\"1.12.1\",\"1.4.1\",\"1.10.2\",\"1.9.1.2\",\"1.4.0\",\"1.7.0\",\"1.7.25.0\",\"1.9.0\",\"1.7.22.1\",\"0\",\"1.12.0\"",10,"/xmodal/step3/step3t6/00027.php","2021-04-02 10:32:54","2021-04-02 10:32:54"
15622,"step3t6",28,20885,316,"1.12.1","\"1.12.0\",\"1.7.0\",\"1.7.22.1\",\"1.4.1\",\"1.7.13\",\"1.9.0\",\"1.12.1\",\"1.9.1.2\",\"1.4.0\",\"1.7.17.2\",\"0\"",10,"/xmodal/step3/step3t6/00028.php","2021-04-02 10:33:19","2021-04-02 10:33:19"
15623,"step3t6",29,20865,316,"1.12.1","\"1.7.13\",\"1.4.6.1\",\"1.7.21.6\",\"1.12.0\",\"1.10.2\",\"1.4.0\",\"1.4.1\",\"1.7.0\",\"1.12.1\",\"0\",\"1.9.0\"",10,"/xmodal/step3/step3t6/00029.php","2021-04-02 10:33:38","2021-04-02 10:33:38"
15624,"step3t6",30,20835,316,"1.12.1","\"1.7.17.3\",\"1.9.1.2\",\"1.4.1\",\"1.12.1\",\"1.9.0\",\"0\",\"1.10.2\",\"1.12.0\",\"1.7.13\",\"1.7.0\",\"1.4.0\"",10,"/xmodal/step3/step3t6/00030.php","2021-04-02 10:33:48","2021-04-02 10:33:48"
15625,"step3t6",31,23032,316,"1.12.1","\"1.7.25.0\",\"1.7.20.2\",\"1.12.0\",\"1.7.21.6\",\"1.9.0\",\"1.12.1\",\"1.7.22.1\",\"1.7.0\",\"1.7.17.2\",\"0\",\"1.4.0\"",10,"/xmodal/step3/step3t6/00031.php","2021-04-02 10:33:59","2021-04-02 10:33:59"
15626,"step3t6",32,236400,316,"1.12.1","\"1.12.0\",\"1.4.0\",\"1.7.13\",\"1.7.17.3\",\"1.7.21.6\",\"0\",\"1.7.0\",\"1.7.17.2\",\"1.7.2\",\"1.12.1\",\"1.9.0\"",10,"/xmodal/step3/step3t6/00032.php","2021-04-02 10:34:10","2021-04-02 10:34:10"
15627,"step3t6",33,308657,316,"1.12.1","\"1.9.0\",\"1.4.1\",\"1.7.13\",\"1.4.6.1\",\"1.4.0\",\"1.12.0\",\"1.12.1\",\"1.7.21.6\",\"0\",\"1.7.22.1\",\"1.7.0\"",10,"/xmodal/step3/step3t6/00033.php","2021-04-02 10:34:17","2021-04-02 10:34:17"
15628,"step3t6",34,23034,316,"1.12.1","\"1.7.0\",\"1.1\",\"1.7.18.0\",\"1.7.25.0\",\"1.12.1\",\"1.4.0\",\"1.7.22.1\",\"1.9.0\",\"0\",\"1.10.2\",\"1.12.0\"",10,"/xmodal/step3/step3t6/00034.php","2021-04-02 10:34:23","2021-04-02 10:34:23"
15629,"step3t6",35,20977,316,"1.12.1","\"1.7.0\",\"0\",\"1.7.13\",\"1.4.6.1\",\"1.10.2\",\"1.12.1\",\"1.9.1.2\",\"1.9.0\",\"1.4.0\",\"1.12.0\",\"1.7.25.0\"",10,"/xmodal/step3/step3t6/00035.php","2021-04-02 10:34:29","2021-04-02 10:34:29"
15630,"step3t6",36,23562,316,"1.5.2.0","\"1.7.10\",\"1.5.0\",\"1.5.2.0\",\"1.5.2.2\",\"1.7.0\",\"1.5.2.1\",\"1.7.21.0\",\"1.7.21.6\",\"1.9.3.0\",\"1.7.18.0\",\"0\"",20,"/xmodal/step3/step3t6/00036.php","2021-04-02 10:35:40","2021-04-02 10:35:40"
15631,"step3t6",37,1517814,316,"1.5.2.1","\"1.5.0\",\"1.5.4.3\",\"1.5.2.1\",\"1.7.21.6\",\"1.4.1\",\"1.5.3.2\",\"1.5.2.2\",\"1.5.2.0\",\"0\",\"1.5.3.0\"",20,"/xmodal/step3/step3t6/00037.php","2021-04-02 10:36:01","2021-04-02 10:36:01"
15632,"step3t6",38,2771941,316,"1.5.2.0","\"1.4.1\",\"1.7.22.0\",\"0\",\"1.7.21.6\",\"1.5.0\",\"1.5.2.0\",\"1.7.22.1\",\"1.5.4.3\",\"1.5.2.2\",\"1.5.2.1\"",20,"/xmodal/step3/step3t6/00038.php","2021-04-02 10:39:04","2021-04-02 10:39:04"
15633,"step3t6",39,400010,316,"1.5.2.0","\"1.5.3.2\",\"1.5.2.2\",\"1.5.2.1\",\"1.5.4.3\",\"1.5.0\",\"0\",\"1.9.3.0\",\"1.4.1\",\"1.5.2.0\",\"1.7.21.6\"",20,"/xmodal/step3/step3t6/00039.php","2021-04-02 10:39:21","2021-04-02 10:39:21"
15634,"step3t6",40,187979,316,"1.5.2.0","\"1.5.2.1\",\"1.5.2.0\",\"1.5.3.2\",\"1.5.3.0\",\"1.5.2.2\",\"1.7.21.2\",\"1.5.0\",\"1.6.0\",\"1.5.1.0\",\"0\"",20,"/xmodal/step3/step3t6/00040.php","2021-04-02 10:39:56","2021-04-02 10:39:56"
15635,"step3t6",41,975529,316,"1.5.1.0","\"0\",\"1.5.1.3\",\"1.5.4.3\",\"1.5.2.2\",\"1.5.2.1\",\"1.5.2.0\",\"1.7.21.6\",\"1.4.1\",\"1.5.1.0\",\"1.5.0\"",10,"/xmodal/step3/step3t6/00041.php","2021-04-02 10:40:19","2021-04-02 10:40:19"
15636,"step3t6",42,588525,316,"1.5.2.0","\"1.4.1\",\"1.7.21.6\",\"1.5.3.0\",\"0\",\"1.5.0\",\"1.5.2.0\",\"1.5.2.1\",\"1.5.4.3\",\"1.5.3.2\",\"1.5.2.2\"",20,"/xmodal/step3/step3t6/00042.php","2021-04-02 10:40:48","2021-04-02 10:40:48"
15637,"step3t6",43,2248971,316,"1.5.2.0","\"1.9.3.0\",\"0\",\"1.7.21.6\",\"1.5.4.3\",\"1.4.1\",\"1.5.0\",\"1.5.2.1\",\"1.5.2.0\",\"1.5.2.2\",\"1.5.3.0\"",10,"/xmodal/step3/step3t6/00043.php","2021-04-02 10:40:59","2021-04-02 10:40:59"
15638,"step3t6",44,1556831,316,"1.5.2.0","\"0\",\"1.5.4.3\",\"1.5.3.2\",\"1.5.2.2\",\"1.5.2.0\",\"1.7.21.6\",\"1.4.1\",\"1.5.2.1\",\"1.9.3.0\",\"1.5.0\"",10,"/xmodal/step3/step3t6/00044.php","2021-04-02 10:41:07","2021-04-02 10:41:07"
15639,"step3t6",45,228510,316,"1.5.2.0","\"1.4.1\",\"0\",\"1.7.21.6\",\"1.5.4.3\",\"1.5.2.1\",\"1.5.3.0\",\"1.5.0\",\"1.9.3.0\",\"1.5.2.0\",\"1.5.2.2\"",20,"/xmodal/step3/step3t6/00045.php","2021-04-02 10:41:32","2021-04-02 10:41:32"
15640,"step3t6",46,70986,316,"1.7.10","\"3.11\",\"1.9.3.0\",\"1.7.2\",\"0\",\"1.7.19.4\",\"1.7.10\",\"1.7.21.7\",\"1.7.21.0\",\"1.5.0\",\"1.10.4.7\"",10,"/xmodal/step3/step3t6/00046.php","2021-04-02 10:41:41","2021-04-02 10:41:41"
15641,"step3t6",47,540087,316,"1.7.10","\"1.7.0\",\"1.7.21.7\",\"1.5.0\",\"1.7.17.2\",\"1.7.10\",\"1.10.4.7\",\"1.7.21.0\",\"1.12.0\",\"1.9.3.0\",\"0\"",10,"/xmodal/step3/step3t6/00047.php","2021-04-02 10:41:54","2021-04-02 10:41:54"
15642,"step3t6",48,1506778,316,"1.7.10","\"1.10.4.7\",\"0\",\"1.5.0\",\"1.7.2\",\"1.6.5.3\",\"3.11\",\"1.9.3.0\",\"1.5.1.2\",\"1.7.10\",\"1.7.17.2\"",10,"/xmodal/step3/step3t6/00048.php","2021-04-02 10:42:01","2021-04-02 10:42:01"
15643,"step3t6",49,4981,316,"0","\"1.7.10\",\"1.7.0\",\"0\",\"1.7.21.0\"",20,"/xmodal/step3/step3t6/00049.php","2021-04-02 10:49:37","2021-04-02 10:49:37"
15644,"step3t6",50,537175,316,"1.7.10","\"1.11.1\",\"1.7.17.2\",\"1.7.0\",\"1.9.3.0\",\"0\",\"1.7.10\",\"1.7.21.0\"",20,"/xmodal/step3/step3t6/00050.php","2021-04-02 10:49:56","2021-04-02 10:49:56"
15645,"step3t6",51,51492,316,"1.7.21.0","\"1.7.21.0\",\"1.7.0\",\"0\",\"1.7.10\"",20,"/xmodal/step3/step3t6/00051.php","2021-04-02 10:50:29","2021-04-02 10:50:29"
15646,"step3t6",52,40364,316,"1.7.1","\"1.7.1\",\"1.7.19.2\",\"1.7.0\",\"1.7.19.3\",\"1.7.19.4\",\"1.7.20.0\",\"1.7.19.6\",\"1.7.19.0\"",30,"/xmodal/step3/step3t6/00052.php","2021-04-02 10:52:05","2021-04-02 10:52:05"
15647,"step3t6",53,3627485,316,"1.7.1","\"1.7.19.0\",\"1.7.1\",\"1.7.15.0\",\"1.7.19.6\",\"1.7.19.3\",\"1.7.19.1\",\"1.7.19.4\",\"1.7.0\",\"1.7.19.2\",\"1.7.15.1\"",20,"/xmodal/step3/step3t6/00053.php","2021-04-02 10:52:31","2021-04-02 10:52:31"
15648,"step3t6",54,30087,316,"1.7.1","\"1.7.0\",\"1.7.20.2\",\"1.7.19.6\",\"1.7.19.4\",\"1.7.19.0\",\"1.7.1\",\"1.10.2\",\"1.7.20.0\",\"1.7.19.3\",\"1.7.19.2\"",10,"/xmodal/step3/step3t6/00054.php","2021-04-02 10:52:37","2021-04-02 10:52:37"
15649,"step3t6",55,3528,316,"1.7.0","\"1.7.21.0\",\"1.7.1\",\"1.7.16\",\"0\",\"1.7.25.0\",\"1.4.6.2\",\"1.7.21.8\",\"1.7.0\",\"1.1\",\"1.7.21.7\"",20,"/xmodal/step3/step3t6/00055.php","2021-04-02 10:53:51","2021-04-02 10:53:51"
15650,"step3t6",56,2250312,316,"1.7.15.1","\"1.7.15.1\",\"1.7.1\"",10,"/xmodal/step3/step3t6/00056.php","2021-04-02 10:54:03","2021-04-02 10:54:03"
15651,"step3t6",57,758790,316,"1.6.4.6","\"1.10.4.8\",\"1.6.4.5\",\"1.6.4.15\",\"1.7.20.2\",\"1.6.4.4\",\"1.7.17.0\",\"1.6.4.1\",\"1.4.7.4\",\"1.6.4.6\",\"1.7.6\"",10,"/xmodal/step3/step3t6/00057.php","2021-04-02 10:54:19","2021-04-02 10:54:19"
15652,"step3t6",58,818785,316,"1.6.4.6","\"1.6.4.7\",\"1.4.7.4\",\"1.6.4.0\",\"1.6.4.15\",\"1.6.5.4\",\"1.6.4.5\",\"1.6.4.1\",\"1.6.4.4\",\"1.10.4.8\",\"1.6.4.6\"",30,"/xmodal/step3/step3t6/00058.php","2021-04-02 10:55:08","2021-04-02 10:55:08"
15653,"step3t6",59,2875722,316,"1.6.4.6","\"1.6.4.6\",\"1.7.6\",\"1.6.4.15\",\"1.6.4.1\",\"1.6.4.0\",\"1.7.22.1\",\"1.4.7.4\",\"1.6.4.4\",\"1.6.4.5\",\"1.7.20.2\"",10,"/xmodal/step3/step3t6/00059.php","2021-04-02 10:55:18","2021-04-02 10:55:18"
15654,"step3t6",60,2433325,316,"1.6.4.6","\"1.6.4.18\",\"1.7.20.2\",\"1.6.4.4\",\"1.6.4.6\",\"1.6.4.15\",\"1.7.6\",\"1.4.7.4\",\"1.6.4.1\",\"1.7.17.0\",\"1.6.4.5\"",10,"/xmodal/step3/step3t6/00060.php","2021-04-02 10:55:29","2021-04-02 10:55:29"
15655,"step3t6",61,365427,316,"1.7.12","\"1.7.6\",\"1.7.0\",\"1.4.7.1\",\"1.7.12\",\"1.1\",\"1.7.23.1\",\"1.7.21.0\",\"9\",\"1.7.19.3\",\"0\",\"1.4.7.4\"",10,"/xmodal/step3/step3t6/00061.php","2021-04-02 10:55:38","2021-04-02 10:55:38"
15656,"step3t6",62,540977,316,"1.7.12","\"1.7.6\",\"1.7.0\",\"1.4.7.4\",\"1.7.12\",\"1.4.7.1\",\"0\",\"1.5.1.3\",\"1.7.23.1\",\"1.1\",\"9\",\"1.7.21.0\"",10,"/xmodal/step3/step3t6/00062.php","2021-04-02 10:55:45","2021-04-02 10:55:45"
15657,"step3t6",63,626986,316,"1.7.12","\"1.7.21.0\",\"1.5.1.3\",\"1.7.6\",\"1.7.8\",\"1.7.23.1\",\"1.7.0\",\"1.7.19.3\",\"1.1\",\"1.4.7.4\",\"1.7.12\",\"9\"",10,"/xmodal/step3/step3t6/00063.php","2021-04-02 10:55:56","2021-04-02 10:55:56"
15658,"step3t6",64,3506167,316,"1.6.4.10","\"1.7.6\",\"1.6.4.14\",\"1.6.4.15\",\"1.6.4.16\",\"1.6.4.10\",\"1.5.4.0\",\"1.6.4.0\"",10,"/xmodal/step3/step3t6/00064.php","2021-04-02 10:56:09","2021-04-02 10:56:09"
15659,"step3t6",65,455100,316,"1.6.6.5","\"1.6.4.2\",\"1.6.6.6\",\"1.5.3.7\",\"1.6.1\",\"1.6.0\",\"1.6.3.0\",\"1.5.3.6\",\"1.6.6.2\",\"1.7.21.5\",\"1.6.6.5\"",10,"/xmodal/step3/step3t6/00065.php","2021-04-02 10:56:51","2021-04-02 10:56:51"
15660,"step3t6",66,748270,316,"1.6.6.5","\"1.6.6.5\",\"1.5.3.0\",\"1.6.4.8\",\"1.5.0\",\"1.6.6.2\",\"1.6.0\",\"1.9.1.4\",\"1.6.5.0\",\"1.7.21.0\",\"1.6.6.1\"",10,"/xmodal/step3/step3t6/00066.php","2021-04-02 10:56:57","2021-04-02 10:56:57"
15661,"step3t6",67,748312,316,"1.6.6.5","\"1.5.0\",\"1.7.21.0\",\"1.6.6.1\",\"1.6.6.2\",\"1.6.4.8\",\"1.9.1.4\",\"1.5.3.0\",\"1.6.5.0\",\"1.6.0\",\"1.6.6.5\"",10,"/xmodal/step3/step3t6/00067.php","2021-04-02 10:57:04","2021-04-02 10:57:04"
15662,"step3t6",68,15119,316,"1.6.6.5","\"1.6.5.0\",\"1.5.3.0\",\"1.6.6.1\",\"1.5.0\",\"1.6.6.2\",\"1.6.6.5\",\"1.6.4.8\",\"1.9.1.4\",\"1.7.20.1\",\"1.6.0\"",10,"/xmodal/step3/step3t6/00068.php","2021-04-02 10:57:09","2021-04-02 10:57:09"
15663,"step3t6",69,576648,316,"1.6.6.5","\"3.11\",\"1.6.6.5\",\"1.9.1.4\",\"1.6.4.8\",\"1.7.21.0\",\"1.6.0\",\"1.6.6.2\",\"1.5.0\",\"1.5.3.0\",\"1.6.5.0\"",10,"/xmodal/step3/step3t6/00069.php","2021-04-02 10:57:18","2021-04-02 10:57:18"
15664,"step3t6",70,837600,316,"1.6.6.5","\"1.7.19.4\",\"1.7.20.1\",\"1.5.3.7\",\"1.6.6.0\",\"1.6.3.0\",\"1.5.0\",\"1.6.0\",\"1.6.6.1\",\"1.6.6.2\",\"1.6.6.5\"",10,"/xmodal/step3/step3t6/00070.php","2021-04-02 10:58:14","2021-04-02 10:58:14"
15665,"step3t6",71,873468,316,"1.6.6.3","\"1.7.18.0\",\"1.6.6.3\",\"1.5.3.5\",\"1.1\",\"0\",\"1.6.4.15\",\"1.5.3.4\",\"1.5.3.6\",\"1.4.7.3\",\"1.7.25.1\"",10,"/xmodal/step3/step3t6/00071.php","2021-04-02 10:58:28","2021-04-02 10:58:28"
15666,"step3t6",72,18533,316,"1.6.6.3","\"1.4.7.3\",\"1.6.4.15\",\"1.5.3.6\",\"0\",\"1.6.6.3\",\"1.7.18.1\",\"1.6.0\",\"1.7.22.1\",\"1.5.3.4\",\"1.7.18.0\"",10,"/xmodal/step3/step3t6/00072.php","2021-04-02 10:58:34","2021-04-02 10:58:34"
15667,"step3t6",73,18532,316,"1.6.6.3","\"1.6.6.3\",\"1.5.3.4\",\"1.6.4.15\",\"1.6.0\",\"1.7.22.1\",\"1.7.18.0\",\"1.4.7.3\",\"1.5.3.6\",\"1.5.3.5\",\"1.1\"",10,"/xmodal/step3/step3t6/00073.php","2021-04-02 10:58:38","2021-04-02 10:58:38"
15668,"step3t6",74,181391,316,"1.6.6.3","\"1.5.3.6\",\"1.5.3.5\",\"1.6.3.0\",\"1.6.0\",\"0\",\"1.6.6.3\",\"1.6.4.15\",\"1.7.18.0\",\"1.4.7.3\",\"1.6.4.11\"",10,"/xmodal/step3/step3t6/00074.php","2021-04-02 10:58:43","2021-04-02 10:58:43"
15669,"step3t6",75,1676390,316,"1.6.6.3","\"1.6.4.15\",\"1.5.3.4\",\"1.6.0\",\"0\",\"1.5.3.5\",\"1.6.6.3\",\"1.4.7.3\",\"1.5.3.6\",\"1.7.18.0\",\"1.1\"",10,"/xmodal/step3/step3t6/00075.php","2021-04-02 10:58:48","2021-04-02 10:58:48"
15670,"step3t6",76,258919,316,"1.6.6.3","\"1.5.3.5\",\"1.5.3.4\",\"1.6.4.15\",\"1.1\",\"1.6.6.3\",\"0\",\"1.6.0\",\"1.7.18.0\",\"1.4.7.3\",\"1.5.3.6\"",10,"/xmodal/step3/step3t6/00076.php","2021-04-02 10:58:53","2021-04-02 10:58:53"
15671,"step3t6",77,1468983,316,"1.6.6.3","\"1.5.3.6\",\"1.6.1\",\"1.7.18.0\",\"1.6.0\",\"1.7.22.1\",\"1.6.3.0\",\"1.5.0\",\"1.6.6.3\",\"1.6.4.15\",\"0\"",20,"/xmodal/step3/step3t6/00077.php","2021-04-02 10:59:36","2021-04-02 10:59:36"
15672,"step3t6",78,367123,316,"1.6.6.3","\"1.7.18.0\",\"1.5.3.4\",\"0\",\"1.6.4.15\",\"1.6.5.2\",\"1.5.3.6\",\"1.6.0\",\"1.1\",\"1.6.6.3\",\"1.5.3.5\"",10,"/xmodal/step3/step3t6/00078.php","2021-04-02 11:00:00","2021-04-02 11:00:00"
15673,"step3t6",79,2920697,316,"1.6.6.3","\"1.6.4.15\",\"1.5.3.5\",\"1.6.6.3\",\"1.7.18.0\",\"1.5.3.6\",\"1.4.7.3\",\"1.1\",\"1.6.0\",\"1.5.3.4\",\"0\"",10,"/xmodal/step3/step3t6/00079.php","2021-04-02 11:00:04","2021-04-02 11:00:04"
15674,"step3t6",80,1504434,316,"1.5.0","\"1.6.6.6\",\"1.4.1\",\"1.7.17.5\",\"1.7.6\",\"1.5.0\",\"1.6.5.1\",\"1.7.22.1\",\"1.6.5.4\",\"1.6.6.3\",\"1.6.4.15\"",30,"/xmodal/step3/step3t6/00080.php","2021-04-02 11:01:40","2021-04-02 11:01:40"
15675,"step3t6",81,2292037,316,"0","\"0\",\"1.6.5.4\"",20,"/xmodal/step3/step3t6/00081.php","2021-04-02 11:01:51","2021-04-02 11:01:51"
15676,"step3t6",82,2727660,316,"1.6.5.4","\"1.6.5.1\",\"1.6.4.4\",\"1.7.4\",\"1.6.5.4\",\"1.6.4.5\",\"1.6.0\",\"1.6.4.12\",\"1.4.6.2\",\"1.6.6.4\",\"1.6.1\"",30,"/xmodal/step3/step3t6/00082.php","2021-04-02 11:02:57","2021-04-02 11:02:57"
